Task ID,Task Name,Task Content,Status,Date Created,Date Created Text,Due Date,Due Date Text,Start Date,Start Date Text,Parent ID,Attachments,Assignees,Tags,Priority,List Name,Project Name,Space Name,Time Estimated,Time Estimated Text,Checklists,Comments,Time Spent,Time Spent Text,Rolled Up Time,Rolled Up Time Text
3ceu3k,"Czy zmarnuje czas ryzykując? - Czy będzie można wypelnic czyms nadmiar czasu?","null",to do,1580130366747,"1/27/2020, 2:06:06 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"worries","hidden","[worries]","","","{}","[]","",,0,
62rzyq,"B1. Try to build docs and accept if works","null",to do,1592810678813,"6/22/2020, 9:24:38 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"8-16","hidden","WORK","","","{}","[]","",,0,
3mft5r,"czy time series, rec (komuher) , czy lepiej (NLP, CV)","null",to do,1581442648427,"2/11/2020, 6:37:28 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"worries","hidden","[worries]","","","{}","[]","",,0,
62j97z,"Interraction effet - visualize y(x1, x2) plot","Understanding Interraction effect -> Important considerations ...\n\nZrobic wykres w zaleznosci od dwoch zmiennych. Powinien fajnie wygladac.\n",to decide,1592549664913,"6/19/2020, 8:54:24 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",3,"ML 1-2","MATH","SPRINTS","3600000","1 h ","{}","[]","",,0,
5mmh7m,"DOCKER course","null",complete,1590948682268,"5/31/2020, 8:11:22 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"DOCKER","hidden","SPRINTS","54000000","15 h ","{}","[]","",,0,
3uq3jn,"miernik kaszlu/kataru, który robi wykresik dla danego miejsca","null",to do,1582708821781,"2/26/2020, 10:20:21 AM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ideas","hidden","[ideas]","","","{}","[]","",,0,
62q4uy,"LinReg is conditional model","LinReg należy do ""Conditionals Models"".\nW tym wypadku ""Likelihood"" definiuje się samo przez się.\nMLE jest ""consistent"", ale dowod zaklada chyba, że model jest ""unconditional"".\nSą na necie dowody z 1993 roku, gdzie dowodzimy ""Consistency"" dla ""conditional"" MLE.\n\nhttps://www.statlect.com/fundamentals-of-statistics/maximum-likelihood\n",to_map,1592757213529,"6/21/2020, 6:33:33 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ML 1-2","MATH","SPRINTS","1800000","30 m","{}","[]","",,0,
5rru7w,"Get MLE parameters for 2 naive bayes methods","null",to decide,1591536249383,"6/7/2020, 3:24:09 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",4,"ML 1-2","MATH","SPRINTS","3600000","1 h ","{}","[]","",,0,
5rq6n3,"X - dicrete, Y-continous.=> P(X=x|Y=y) always make sense","null",complete,1591437286614,"6/6/2020, 11:54:46 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"PROBALISTICS","MATH","SPRINTS","1800000","30 m","{}","[]","",,0,
2md2w3,"[git] is it true that ""pull"" gets all branches?","null",complete,1574774202418,"11/26/2019, 2:16:42 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"Better Programmer","hidden","SPRINTS","","","{}","[]","",,0,
64kv3t,"1. Zaplanowac z Natalia, jak to robimy z UW.","null",complete,1592888423146,"6/23/2020, 7:00:23 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"16-20","hidden","WORK","","","{}","[]","",,0,
3rmqqx,"MapReduce - getting started","null",to do,1582223763989,"2/20/2020, 7:36:03 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",4,"DATA ANALYST","hidden","SPRINTS","28800000","8 h ","{}","[]","",,0,
3ym1w1,"statistical programmer?","null",to do,1583244137020,"3/3/2020, 3:02:17 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"worries","hidden","[worries]","","","{}","[]","",,0,
3pj4bw,"git - lfs","[‎17.‎02.‎2020 10:06]  Turemka Michal:  \nGIT_TRACE=1 git push\n \n[‎17.‎02.‎2020 10:11]  Turemka Michal:  \ngit reset --soft HEAD^  \n \n[‎17.‎02.‎2020 10:13]  Turemka Michal:  \ngit commit -c ORIG_HEAD   \n \n[‎17.‎02.‎2020 10:16]  Turemka Michal:  \ngit reset --hard ORIG_HEAD -> ten cofa rebase/merga/itp\n \n \n\n",not to do,1581931511826,"2/17/2020, 10:25:11 AM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"Better Programmer","hidden","SPRINTS","28800000","8 h ","{}","[]","",,0,
4yqhmw,"In a finite sample space S, where all outcomes are equally likely, the probability of any event A can be found by P(A) = |A| / |S|.","\n\n\n",complete,1588254182128,"4/30/2020, 3:43:02 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"PROBALISTICS","MATH","SPRINTS","","","{}","[]","",,0,
5rq0qy,"X = MV-N (czyli skomplikowany wzór z Gaussem) => E[X] = µ","null",to decide,1591427696829,"6/6/2020, 9:14:56 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",4,"PROBALISTICS","MATH","SPRINTS","3600000","1 h ","{}","[]","",,0,
3anp91,"is 8gb enough?","null",complete,1580051963923,"1/26/2020, 4:19:23 PM GMT+1",,"",,"",2yned1,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","3600000","1 h ","{}","[]","",,0,
26degh,"Get know about kickstarter","null",to do,1571746859623,"10/22/2019, 2:20:59 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"COMPANY - launch 1st","hidden","M.A.R.A.T.H.O.N.S","","","{}","[]","",,0,
5wmn7y,"assess Nataly's task's end","null",not to do,1591865333814,"6/11/2020, 10:48:53 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",1,"ORGANISATION","hidden","SPRINTS","7200000","2 h ","{}","[]","",,0,
3mfxwn,"praca za equity w start upie?","null",to do,1581449619030,"2/11/2020, 8:33:39 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"worries","hidden","[worries]","","","{}","[]","",,0,
5rt87e,"wanna","null",to do,1591551310369,"6/7/2020, 7:35:10 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"someday","hidden","[worries]","","","{}","[]","",,0,
38m9mc,"16bit on 2070 super","null",complete,1579627296121,"1/21/2020, 6:21:36 PM GMT+1",,"",,"",2yned1,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","","","{}","[]","",,0,
3wp8n2,"a czemu ni ide w firmy i dotacje?","null",to do,1582960710007,"2/29/2020, 8:18:30 AM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"worries","hidden","[worries]","","","{}","[]","",,0,
3rmqqv,"KNN imputation method - what is it?","null",to do,1582223759028,"2/20/2020, 7:35:59 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",4,"DATA ANALYST","hidden","SPRINTS","7200000","2 h ","{}","[]","",,0,
5mmk5k,"Estimates in LINREG are 1) unbiased and 2) with minimum variance - why?","Podobno jeśli tak jest, to przy dużej próbce osiągniemy prawdę (prawo wielkich liczb?)\n",complete,1590951001174,"5/31/2020, 8:50:01 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ML 1-2","MATH","SPRINTS","10800000","3 h ","{}","[]","",,0,
5rrufj,"Implement 2 Naive Bayes methods","null",to decide,1591536565797,"6/7/2020, 3:29:25 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",4,"ML 1-2","MATH","SPRINTS","14400000","4 h ","{}","[]","",,0,
5rrue7,"Generative vs Discriminative algorhitms","null",to decide,1591536493985,"6/7/2020, 3:28:13 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",2,"ML 1-2","MATH","SPRINTS","1800000","30 m","{}","[]","",,0,
2je7p3,"[python] logging","\n",complete,1574343011412,"11/21/2019, 2:30:11 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"Better Programmer","hidden","SPRINTS","","","{}","[]","",,0,
5rp1w1,"Visualise logistic regression","null",complete,1591371361420,"6/5/2020, 5:36:01 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ML 1-2","MATH","SPRINTS","3600000","1 h ","{}","[]","",,0,
3efk8k,"Studia online?","null",to do,1580409593012,"1/30/2020, 7:39:53 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"worries","hidden","[worries]","","","{}","[]","",,0,
62m3n0,"LinReg vs CEC","Ziomeczki w cecu nie liczą regresji, a podobno czasami szukają jakichś zależności?\nTo co oni właściwie robią? Dzielą populację na dwie części i mają taką jakby ANOVĘ?\n\n",to decide,1592572835021,"6/19/2020, 3:20:35 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",2,"ML 1-2","MATH","SPRINTS","1800000","30 m","{}","[]","",,0,
48np2j,"wehook - bitbucket generic wehook plugin","null",to do,1584942999814,"3/23/2020, 6:56:39 AM GMT+1",,"",,"",3rkgz4,"[]","[Pawel Brysch]","[]",null,"PYTHON - get skills","hidden","M.A.R.A.T.H.O.N.S","","","{}","[]","",,0,
32f19v,"article reasons of drop","null",complete,1578491413567,"1/8/2020, 2:50:13 PM GMT+1",,"",,"",2yned1,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","","","{}","[]","",,0,
2geuhd,"[git] diff miedzy wersjami","null",complete,1574065286992,"11/18/2019, 9:21:26 AM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"Better Programmer","hidden","SPRINTS","","","{}","[]","",,0,
42hcjf,"a biotech? genetyka, itp polaczenie programowania z medycyna?","null",to do,1583754422109,"3/9/2020, 12:47:02 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"worries","hidden","[worries]","","","{}","[]","",,0,
2yncj3,"Soft, which shut down PC after 20:00","null",complete,1577988437419,"1/2/2020, 7:07:17 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","7200000","2 h ","{}","[]","",,0,
62t04u,"C2. Try to run network with different settings on. If it changes nothing mark as unnecessary, otherwise create next point.","null",to do,1592810775341,"6/22/2020, 9:26:15 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"8-16","hidden","WORK","","","{}","[]","",,0,
3phgnb,"tworzenie androidow","null",to do,1581918912550,"2/17/2020, 6:55:12 AM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"worries","hidden","[worries]","","","{}","[]","",,0,
5aj2f8,"strach jako maraton","null",to do,1589706977747,"5/17/2020, 11:16:17 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"worries","hidden","[worries]","","","{}","[]","",,0,
64jfy9,"4. PW","null",complete,1592835780968,"6/22/2020, 4:23:00 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"16-20","hidden","WORK","","","{}","[]","",,0,
62rzbm,"update planner","null",complete,1592810482222,"6/22/2020, 9:21:22 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"8-16","hidden","WORK","","","{}","[]","",,0,
3yk22c,"a może samo pokonanie ""bariery ML"" (jak z mema) ma sens?","null",to do,1583231273759,"3/3/2020, 11:27:53 AM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"worries","hidden","[worries]","","","{}","[]","",,0,
3rkgyy,"Redis > MondoDb","null",to do,1582200176279,"2/20/2020, 1:02:56 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"PYTHON - get skills","hidden","M.A.R.A.T.H.O.N.S","86400000","24 h ","{}","[]","",,0,
5wmn5h,"buy car hook","null",complete,1591865298751,"6/11/2020, 10:48:18 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","3600000","1 h ","{}","[]","",,0,
32f1am,"PCIe vs mPCIe","null",complete,1578491426207,"1/8/2020, 2:50:26 PM GMT+1",,"",,"",2yned1,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","","","{}","[]","",,0,
3rkehg,"PostgreSQL","null",to do,1582199190236,"2/20/2020, 12:46:30 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"PYTHON - get skills","hidden","M.A.R.A.T.H.O.N.S","86400000","24 h ","{}","[]","",,0,
5wrjfz,"Exogeneity can't be detected","https://stats.stackexchange.com/questions/263324/how-can-the-regression-error-term-ever-be-correlated-with-the-explanatory-variab\n\nBecause of the way OLS works*\n",to decide,1591959860934,"6/12/2020, 1:04:20 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ML 1-2","MATH","SPRINTS","","","{}","[]","",,0,
2jfkbe,"[git] excluded","null",complete,1574416894842,"11/22/2019, 11:01:34 AM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"Better Programmer","hidden","SPRINTS","","","{}","[]","",,0,
5eqq2q,"Jim part 2 - extension","List of topics:\nIMPORTANT:\n\nHow to Interpret the Constant (Y Intercept) in Regression Analysis +\n\nWhen I should use regression analysis? (+)\nF-test of overall significance in regression. (+)\n\nUnderstanding Interaction Effects in Statistics (+)\nP values - wszystko z googlea (+)\nHow to interpret R-squared. (+)\nHeteroscedasticity in Regression Analysis (+)\n\nThe difference between linear and non-linear regression. (aborted)\n",complete,1590227946244,"5/23/2020, 11:59:06 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ML 1-2","MATH","SPRINTS","10800000","3 h ","{}","[]","",,0,
2jez6n,"get to know how to mock","null",complete,1574360853870,"11/21/2019, 7:27:33 PM GMT+1",,"",,"",2gn8wq,"[]","[Pawel Brysch]","[]",null,"Better Programmer","hidden","SPRINTS","","","{}","[]","",,0,
26ezt5,"Implement the affirmation","null",to do,1571821140346,"10/23/2019, 10:59:00 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"COMPANY - launch 1st","hidden","M.A.R.A.T.H.O.N.S","","","{}","[]","",,0,
32f193,"EC - how many lanes?","null",complete,1578491404652,"1/8/2020, 2:50:04 PM GMT+1",,"",,"",2yned1,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","","","{}","[]","",,0,
64jfw9,"1. UW","null",complete,1592835755226,"6/22/2020, 4:22:35 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"16-20","hidden","WORK","","","{}","[]","",,0,
5rrjbm,"READ and MANAGE - Naive Bayes (pt 2, 50->100%)","null",complete,1591525209775,"6/7/2020, 12:20:09 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ML 1-2","MATH","SPRINTS","10800000","3 h ","{}","[]","",,0,
3rmqr1,"Eigenvector/Eigenvalue","null",to do,1582223771776,"2/20/2020, 7:36:11 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ALGEBRA","MATH","SPRINTS","","","{}","[]","",,0,
62k8ve,"VIFs - calculate for example","https://statisticsbyjim.com/regression/multicollinearity-in-regression-analysis/\npo słowie:\n	Multicollinearity Example: Predicting Bone Density in the Femur\n",to decide,1592562540645,"6/19/2020, 12:29:00 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",2,"ML 1-2","MATH","SPRINTS","5400000","1 h 30 m","{}","[]","",,0,
3rmqr6,"1 Sample test vs 2 Sample test - interpretation","null",to do,1582223783003,"2/20/2020, 7:36:23 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",4,"DATA ANALYST","hidden","SPRINTS","7200000","2 h ","{}","[]","",,0,
62rzjx,"1. read ""what to test"" in django models","null",complete,1592810556233,"6/22/2020, 9:22:36 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"8-16","hidden","WORK","","","{}","[]","",,0,
3rhdnx,"matematyka stosowana/analiza danych - studia?","null",to do,1582127193282,"2/19/2020, 4:46:33 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"worries","hidden","[worries]","","","{}","[]","",,0,
3mmqbp,"boty na olx, które ""szukaja okazji""","null",to do,1581598760126,"2/13/2020, 1:59:20 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ideas","hidden","[ideas]","","","{}","[]","",,0,
5amca7,"endpoint - what is it?","null",complete,1589790651713,"5/18/2020, 10:30:51 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"DJANGO","hidden","SPRINTS","3600000","1 h ","{}","[]","",,0,
5mmjmc,"telebim for monitoring (weight, in progress for this month)","null",not to do,1590950189317,"5/31/2020, 8:36:29 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",4,"ORGANISATION","hidden","SPRINTS","18000000","5 h ","{}","[]","",,0,
5aj2f1,"porównanie wykresów zarobków ML/Google/doktorat/itd.","null",to do,1589706962678,"5/17/2020, 11:16:02 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"worries","hidden","[worries]","","","{}","[]","",,0,
5ynbwa,"`bridge` network, czy robi cos ciekawego","null",not to do,1592217542086,"6/15/2020, 12:39:02 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"DOCKER","hidden","SPRINTS","","","{}","[]","",,0,
3ykd9j,"nie wygramy z elitaryzmem? nie sprawdzimy?","null",to do,1583235146282,"3/3/2020, 12:32:26 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"worries","hidden","[worries]","","","{}","[]","",,0,
5mjce8,"mean hypothesis testing && model definition","O dziwo też tutaj modeluje. Parametrem jest np. średnia populacji. Parametr ten jest w relacji 1-1 z pewną zmienną losową (w tym wypadku średnią z próbki) (która to najczęściej ma rozkład normalny, dlatego możemy se liczyć).\n",complete,1590834206394,"5/30/2020, 12:23:26 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"PROBALISTICS","MATH","SPRINTS","","","{}","[]","",,0,
2mdwj9,"[git] issue - 1908 - merge conflict","null",complete,1574791980211,"11/26/2019, 7:13:00 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"Better Programmer","hidden","SPRINTS","","","{}","[]","",,0,
5ymxhw,"# TODO wbij na linuxie explorerem w kontenera","null",not to do,1592213330687,"6/15/2020, 11:28:50 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"DOCKER","hidden","SPRINTS","","","{}","[]","",,0,
7ecat4,"many2many Django - read about it","null",complete,1590583771901,"5/27/2020, 2:49:31 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"DJANGO","hidden","SPRINTS","3600000","1 h ","{}","[]","",,0,
5mmgk6,"api vs service","null",not to do,1590947741654,"5/31/2020, 7:55:41 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",2,"DJANGO","hidden","SPRINTS","2700000","45 m","{}","[]","",,0,
5rq0mg,"READ and MANAGE - Gaussian discriminative Analysis (pt 2, 0->50%)","null",complete,1591427350235,"6/6/2020, 9:09:10 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ML 1-2","MATH","SPRINTS","10800000","3 h ","{}","[]","",,0,
5rq18m,"assymptomatically efficient - meaning","null",to decide,1591428689821,"6/6/2020, 9:31:29 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",2,"ML 1-2","MATH","SPRINTS","2400000","40 m","{}","[]","",,0,
64r16c,"4. BSC AGH","null",complete,1592986425515,"6/24/2020, 10:13:45 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"16-20","hidden","WORK","","","{}","[]","",,0,
62kuga,"R - squared- more about","https://statisticsbyjim.com/regression/interpret-adjusted-r-squared-predicted-r-squared-regression/\nhttps://statisticsbyjim.com/regression/r-squared-too-high/\nhttps://statisticsbyjim.com/regression/how-high-r-squared/\n",to decide,1592569096907,"6/19/2020, 2:18:16 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",2,"ML 1-2","MATH","SPRINTS","7200000","2 h ","{}","[]","",,0,
5wqqcq,"Sample as outcome vs Observation as outcome","Estimator jest ewidentnie zmienna losową przy założeniu, że ""sample"" jest outcomem.\nZ kolei dany składnik obserwacji (np wzrost typka - X) ewidentnie wskazuje, że ""observation"" jest outcomem.\nMimo tej rozbieżności, jak dochodzi do przeształceń - wszyscy mają na to wyjebane.\n\nHipoteza: rozklady tych cech są niezależne od tego, co uznamy za outcome.\nSprawdź experymentem w Pythonie.\n\n",to decide,1591948887378,"6/12/2020, 10:01:27 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",3,"ML 1-2","MATH","SPRINTS","9000000","2 h 30 m","{}","[]","",,0,
64r160,"3. BSC PW","null",complete,1592986421057,"6/24/2020, 10:13:41 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"16-20","hidden","WORK","","","{}","[]","",,0,
3jk8zx,"Zasad najmniejszego żalu","null",to do,1581317699570,"2/10/2020, 7:54:59 AM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"worries","hidden","[worries]","","","{}","[]","",,0,
2yncg1,"SSRI from mother","null",complete,1577988204176,"1/2/2020, 7:03:24 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","1800000","30 m","{}","[]","",,0,
52mwjr,"Avoiding race conditions using F()","null",not to do,1588756353146,"5/6/2020, 11:12:33 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"Better Programmer","hidden","SPRINTS","","","{}","[]","",,0,
64r1qp,"(if NOT: Simplistic config) Additional interpreter","null",to do,1592986665141,"6/24/2020, 10:17:45 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"8-16","hidden","WORK","","","{}","[]","",,0,
3anjbv,"utrata gwarancji gpu","null",complete,1580047001287,"1/26/2020, 2:56:41 PM GMT+1",,"",,"",2yned1,"[]","[Pawel Brysch]","[]",null,"ORGANISATION","hidden","SPRINTS","3600000","1 h ","{}","[]","",,0,
5ymxg1,"automated build on docker hub","null",not to do,1592213309820,"6/15/2020, 11:28:29 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"DOCKER","hidden","SPRINTS","","","{}","[]","",,0,
2jfn5h,"complete gh tidy","  fixture    \n\n    @patch('builtins.open', return_value=Mock(read=lambda: 'file_content'))\n	@patch(""core.base.log.Log.TestEquipment._files_filter_with_versions"", side_effect=[{}, {}])\n\n\n\n	@pytest.mark.parametrize('data', ('text', ('text', 'text2', 'text3')))\n    @pytest.mark.parametrize('enable_timestamp', (True, False))\n	\n	\n	cmd_status_patch.assert_called_once_with(_Status.ERROR)\n	\n	\n	Mock(details=Log.Command.details)\n	self.command_obj = Mock(sent=Log.Command.sent)\n	@patch('builtins.open', return_value=Mock(read=lambda: 'file_content'))\n	([Mock(spec=Assign, targets=[Mock(id='signal')])], 'No version detected.', False),\n",not to do,1574418272624,"11/22/2019, 11:24:32 AM GMT+1",,"",,"",2gn8wq,"[]","[Pawel Brysch]","[]",null,"Better Programmer","hidden","SPRINTS","10800000","3 h ","{}","[]","",,0,
3ykd8r,"poduszka finansowa daje możliwość kozaczenia","null",to do,1583235130760,"3/3/2020, 12:32:10 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"worries","hidden","[worries]","","","{}","[]","",,0,
3jq0t3,"Informatyka vs Matematyka","null",to do,1581413934853,"2/11/2020, 10:38:54 AM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"worries","hidden","[worries]","","","{}","[]","",,0,
5rt873,"zwierzatko","null",to do,1591551304720,"6/7/2020, 7:35:04 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"someday","hidden","[worries]","","","{}","[]","",,0,
5wp4uc,"P value meaning test","podobno ma to wynikać z założenia nr 7: e~N(0, mi) \nmamy to już na naszej mapie\n",to decide,1591885073399,"6/11/2020, 4:17:53 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"ML 1-2","MATH","SPRINTS","","","{}","[]","",,0,
2ef49q,"[git] - pycharm - how to see branches","\n",complete,1573583647443,"11/12/2019, 7:34:07 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"Better Programmer","hidden","SPRINTS","","","{}","[]","",,0,
3rkqgj,"Python - advanced (multithreading).","null",to do,1582203580139,"2/20/2020, 1:59:40 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"PYTHON - get skills","hidden","M.A.R.A.T.H.O.N.S","144000000","40 h ","{}","[]","",,0,
2gd4wx,"understand __annotations__","null",complete,1573906865641,"11/16/2019, 1:21:05 PM GMT+1",,"",,"",2emtcp,"[]","[Pawel Brysch]","[]",null,"Better Programmer","hidden","SPRINTS","","","{}","[]","",,0,
3rk4mt,"Dlaczego boje sie przerwac kolejne studia?","null",to do,1582194702824,"2/20/2020, 11:31:42 AM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"worries","hidden","[worries]","","","{}","[]","",,0,
2jhhbf,"Get to know about bots","null",to do,1574541215343,"11/23/2019, 9:33:35 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"COMPANY - launch 1st","hidden","M.A.R.A.T.H.O.N.S","","","{}","[]","",,0,
3uf0pa,"a studia matematyczne z programowaniem_","null",to do,1582372365774,"2/22/2020, 12:52:45 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"worries","hidden","[worries]","","","{}","[]","",,0,
2emuhz,"[python] pep8","nazwapliku\nx = x*2 - 1 BUT c = (a+b) * (a-b)\ndef munge(input: AnyStr, sep: AnyStr = None, limit=1000): ... -> AnyStr: ...\nlist_\n_private_method\nnie returnowac o drazu w try\nreturn None zamiast return\n\n",complete,1573820540093,"11/15/2019, 1:22:20 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"Better Programmer","hidden","SPRINTS","","","{}","[]","",,0,
64kv3j,"-1 . PWr","null",complete,1592888405456,"6/23/2020, 7:00:05 AM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"16-20","hidden","WORK","","","{}","[]","",,0,
3rkeg5,"Flask < Django","null",to do,1582199164540,"2/20/2020, 12:46:04 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"PYTHON - get skills","hidden","M.A.R.A.T.H.O.N.S","288000000","80 h ","{}","[]","",,0,
5wtvbb,"Residuals are random variable, which estimates errors.","Raczej tylko poczytac cos na statlect, gdyz Jim sie pruje o ten wykres.\nCEL:  znaleziony ich rozkład i zmapowany bez dowodu\n\n\nhttps://snipboard.io/W2yshD.jpg\n",to_map,1591978840717,"6/12/2020, 6:20:40 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",2,"ML 1-2","MATH","SPRINTS","1800000","30 m","{}","[]","",,0,
3rkej1,"Linux","null",to do,1582199200661,"2/20/2020, 12:46:40 PM GMT+1",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"PYTHON - get skills","hidden","M.A.R.A.T.H.O.N.S","28800000","8 h ","{}","[]","",,0,
64t3yg,"1. Tomek - write e-mail","null",complete,1592999329644,"6/24/2020, 1:48:49 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"8-16","hidden","WORK","","","{}","[]","",,0,
64jg0p,"5. UWr","null",complete,1592835809669,"6/22/2020, 4:23:29 PM GMT+2",,"",,"",null,"[]","[Pawel Brysch]","[]",null,"16-20","hidden","WORK","","","{}","[]","",,0,
